"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 1";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;

"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"03.12.15";;;"14:44:51";;"79212885901";"1.08";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"03.12.15";;;"14:45:39";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"03.12.15";;;"14:46:17";;"79211797466";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"03.12.15";;;"14:57:30";;"79212885901";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"03.12.15";;;"14:59:01";;"79255562570";"5";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"03.12.15";;;"15:42:11";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"16:21:32";;"8622270868";"1.18";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"03.12.15";;;"16:35:56";;"9113093657";"2.75";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 8";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"03.12.15";;;"16:40:21";;"79113093657";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"03.12.15";;;"16:42:11";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"16:58:10";;"79255562570";"4";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"03.12.15";;;"17:42:11";;"INTERNET";"4250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"18:07:15";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"18:42:11";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"19:19:18";;"79211797466";"0.47";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"03.12.15";;;"19:42:11";;"INTERNET";"500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"20:06:29";;"79113057803";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"03.12.15";;;"20:09:50";;"79211797466";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"03.12.15";;;"20:42:11";;"INTERNET";"2500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"21:07:16";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"21:11:31";;"79212885901";"4.23";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"03.12.15";;;"21:18:10";;"79113057803";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"03.12.15";;;"21:22:07";;"79113057803";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"03.12.15";;;"21:42:11";;"INTERNET";"2000";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"22:07:16";;"INTERNET";"500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"22:42:11";;"INTERNET";"2500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"22:53:26";;"INTERNET";"1000";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"22:53:32";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"03.12.15";;;"23:42:11";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"00:02:41";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"01:02:41";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"02:02:41";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 9";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"04.12.15";;;"03:02:41";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"04:02:41";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"05:02:41";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"06:02:41";;"INTERNET";"7250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"04.12.15";;;"06:07:16";;"INTERNET";"1500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"00:24:03";;"INTERNET";"500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"00:24:03";;"INTERNET";"500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"00:24:06";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"00:25:00";;"INTERNET";"750";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"01:24:03";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"02:24:03";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"03:24:03";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"04:24:03";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"05:24:03";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"07:32:41";;"79211797466";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"08:24:03";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"08:28:02";;"INTERNET";"500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"08:37:19";;"79211797466";"0.15";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"09:00:24";;"79021378461";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"09:13:44";;"79211797466";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"09:28:02";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"10:12:56";;"9021377486";"1.18";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"10:15:32";;"79319770529";"7.9";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 10";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"14.12.15";;;"10:28:02";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"10:33:35";;"79211797466";"0.2";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"11:28:02";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"12:08:56";;"9242118883";"4.3";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"12:12:24";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"14.12.15";;;"12:15:08";;"4957306000";"0.73";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"12:17:42";;"89851350953";"6";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"14.12.15";;;"12:33:34";;"INTERNET";"500";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"12:41:31";;"9052230755";"0.3";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"12:53:44";;"79211797466";"2.25";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:01:40";;"79052230755";"2";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:31:33";;"79319770529";"0.98";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:33:34";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"14.12.15";;;"13:36:33";;"9052230755";"1.82";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:51:37";;"79211797466";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"13:52:10";;"79211797466";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
